KD_PROV,KD_KABKOTA,PROVINSI,KABKOTA,kdprov,kdkab,nmprov,nmkab,thn_prior,PCT_STUNTING_2013,PCT_STUNTING_2018
81,8103,MALUKU,Maluku Tengah,81,8101,MALUKU,Kab. Maluku Tengah,2018,42.15,42.8
81,8104,MALUKU,Buru,81,8104,MALUKU,Kab. Buru,2022,45.72,27
81,8105,MALUKU,Kepulauan Aru,81,8107,MALUKU,Kab. Kepulauan Aru,2019,47.57,36
81,8106,MALUKU,Seram Bagian Barat,81,8106,MALUKU,Kab. Seram Bagian Barat,2018,59.86,33.6
81,8107,MALUKU,Seram Bagian Timur,81,8105,MALUKU,Kab. Seram Bagian Timur,2020,45.3,40.6
81,8108,MALUKU,Maluku Barat Daya,81,8108,MALUKU,Kab. Maluku Barat Daya,2020,30.63,31.1
81,8109,MALUKU,Buru Selatan,81,8109,MALUKU,Kab. Buru Selatan,2022,52.57,26.8
81,8171,MALUKU,Kota Ambon,81,8171,MALUKU,Kota Ambon,2021,28.93,31.3
81,8172,MALUKU,Kota Tual,81,8172,MALUKU,Kota Tual,2022,46.68,31
82,8201,MALUKU UTARA,Halmahera Barat,82,8201,MALUKU UTARA,Kab. Halmahera Barat,2022,45.79,35.3
82,8202,MALUKU UTARA,Halmahera Tengah,82,8202,MALUKU UTARA,Kab. Halmahera Tengah,2020,42.5,41.4
82,8203,MALUKU UTARA,Kepulauan Sula,82,8205,MALUKU UTARA,Kab. Kepulauan Sula,2019,50.1,38.6
82,8204,MALUKU UTARA,Halmahera Selatan,82,8204,MALUKU UTARA,Kab. Halmahera Selatan,2018,50.6,34.5
82,8205,MALUKU UTARA,Halmahera Utara,82,8203,MALUKU UTARA,Kab. Halmahera Utara,2022,37.88,25.1
82,8206,MALUKU UTARA,Halmahera Timur,82,8206,MALUKU UTARA,Kab. Halmahera Timur,2020,42.51,38.4
82,8207,MALUKU UTARA,Pulau Morotai,82,8207,MALUKU UTARA,Kab. Pulau Morotai,2022,41.44,36.8
82,8208,MALUKU UTARA,Pulau Taliabu,82,8208,MALUKU UTARA,Kab. Pulau Taliabu,2022,50.1,37
82,8271,MALUKU UTARA,Kota Ternate,82,8271,MALUKU UTARA,Kota Ternate,2022,24.71,19.6
82,8272,MALUKU UTARA,Kota Tidore Kepulauan,82,8272,MALUKU UTARA,Kota Tidore Kepulauan,2022,39.11,28.2
91,9101,PAPUA BARAT,Fakfak,92,9203,PAPUA BARAT,Kab. Fak Fak,2020,43.64,18
91,9102,PAPUA BARAT,Kaimana,92,9208,PAPUA BARAT,Kab. Kaimana,2020,40.97,16.7
91,9103,PAPUA BARAT,Teluk Wondama,92,9207,PAPUA BARAT,Kab. Teluk Wondama,2020,33.6,25.3
91,9104,PAPUA BARAT,Teluk Bintuni,92,9206,PAPUA BARAT,Kab. Teluk Bintuni,2020,39.53,28.5
91,9105,PAPUA BARAT,Manokwari,92,9202,PAPUA BARAT,Kab. Manokwari,2019,45.93,32.1
91,9106,PAPUA BARAT,Sorong Selatan,92,9204,PAPUA BARAT,Kab. Sorong Selatan,2018,60.7,39.6
91,9107,PAPUA BARAT,Sorong,92,9201,PAPUA BARAT,Kab. Sorong,2020,41.76,32.3
91,9108,PAPUA BARAT,Raja Ampat,92,9205,PAPUA BARAT,Kab. Raja Ampat,2020,46.07,27.6
91,9109,PAPUA BARAT,Tambrauw,92,9209,PAPUA BARAT,Kab. Tambrauw,2018,59.29,41.5
91,9110,PAPUA BARAT,Maybrat,92,9210,PAPUA BARAT,Kab. Maybrat,2020,38.19,42
91,9111,PAPUA BARAT,Manokwari Selatan,92,9211,PAPUA BARAT,Kab. Manokwari Selatan,2020,45.93,40.3
91,9112,PAPUA BARAT,Pegunungan Arfak,92,9212,PAPUA BARAT,Kab. Pegunungan Arfak,2019,45.93,35
91,9171,PAPUA BARAT,Kota Sorong,92,9271,PAPUA BARAT,Kota Sorong,2019,45.54,20.6
94,9401,PAPUA,Merauke,91,9101,PAPUA,Kab. Merauke,2020,23.18,22.8
94,9402,PAPUA,Jayawijaya,91,9102,PAPUA,Kab. Jayawijaya,2018,49.88,31.6
94,9403,PAPUA,Jayapura,91,9103,PAPUA,Kab. Jayapura,2020,35.05,24.6
94,9404,PAPUA,Nabire,91,9104,PAPUA,Kab. Nabire,2019,46.75,27.4
94,9408,PAPUA,Kepulauan Yapen,91,9105,PAPUA,Kab. Kepulauan Yapen,2019,40.12,46.2
94,9409,PAPUA,Biak Numfor,91,9106,PAPUA,Kab. Biak Numfor,2019,50.57,43.7
94,9410,PAPUA,Paniai,91,9108,PAPUA,Kab. Paniai,2019,31.44,42.4
94,9411,PAPUA,Puncak Jaya,91,9107,PAPUA,Kab. Puncak Jaya,2019,35.03,35.4
94,9412,PAPUA,Mimika,91,9109,PAPUA,Kab. Mimika,2020,34.22,28
94,9413,PAPUA,Boven Digoel,91,9116,PAPUA,Kab. Boven Digoel,2019,44.34,39.7
94,9414,PAPUA,Mappi,91,9117,PAPUA,Kab. Mappi,2020,50.03,33.1
94,9415,PAPUA,Asmat,91,9118,PAPUA,Kab. Asmat,2019,31.52,32.6
94,9416,PAPUA,Yahukimo,91,9113,PAPUA,Kab. Yahukimo,2019,33.05,34.2
94,9417,PAPUA,Pegunungan Bintang,91,9112,PAPUA,Kab Pegunungan Bintang,2019,46.41,38
94,9418,PAPUA,Tolikara,91,9114,PAPUA,Kab. Tolikara,2018,52.01,21.3
94,9419,PAPUA,Sarmi,91,9110,PAPUA,Kab. Sarmi,2020,29.3,19
94,9420,PAPUA,Keerom,91,9111,PAPUA,Kab. Keerom,2019,42.85,38.2
94,9426,PAPUA,Waropen,91,9115,PAPUA,Kab. Waropen,2020,30.33,52.6
94,9427,PAPUA,Supiori,91,9119,PAPUA,Kab. Supiori,2019,35.77,35
94,9428,PAPUA,Mamberamo Raya,91,9120,PAPUA,Kab. Mamberamo Raya,2019,27.44,19.4
94,9429,PAPUA,Nduga,91,9124,PAPUA,Kab. Nduga,2018,56.55,49.8
94,9430,PAPUA,Lanny Jaya,91,9123,PAPUA,Kab. Lanny Jaya,2018,60.89,47.1
94,9431,PAPUA,Mamberamo Tengah,91,9121,PAPUA,Kab. Mamberamo Tengah,2019,51.09,34.8
94,9432,PAPUA,Yalimo,91,9122,PAPUA,Kab. Yalimo,2019,41.87,0
94,9433,PAPUA,Puncak,91,9125,PAPUA,Kab. Puncak,2019,36.74,26.5
94,9434,PAPUA,Dogiyai,91,9126,PAPUA,Kab. Dogiyai,2018,66.12,57.5
94,9435,PAPUA,Intan Jaya,91,9127,PAPUA,Kab. Intan Jaya,2018,68.95,49.6
94,9436,PAPUA,Deiyai,91,9128,PAPUA,Kab. Deiyai,2019,10.45,23.5
94,9471,PAPUA,Kota Jayapura,91,9171,PAPUA,Kota Jayapura,2020,34.79,22.8
